text,BIO_anno,class
客服说的应该不对。我今天下午四点收到短信说通过了，然后app就能查了。你再等等看，可能你晚上就能查了，可能信息还没同步更新。…我也办的浦发的就是这样的,O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O,2
怎么看星级，工行银行的,O O O O O O B-BANK I-BANK O O O,2
额度十万,B-COMMENTS_N I-COMMENTS_N O O,2
扶贫爱心卡能给你多少你地明白？,O O O O B-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,2
那个城市还有纸质件审批？,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
我明天也申请一下。额度佛系,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ,2
建行好像不用面签的啊，我记得我是直接app激活,B-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N,2
楼主和卡种没关系！纸质进件系统秒批必须要拿卡到网点激活。你现在面签后就能看到额度了！我建行信用卡也是网点纸质进件秒批看不到额度，后来问了客户经理才知道的。打开手...,O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O,2
还是没有，打不开额度管理,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2
年利率5.68%，是不是比较高了，还有请教下各位老哥老姐，如果,O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O,2
利息太高,B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ,2
好的那我就先不申请，耐心等待,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
大哥，你弄这么多钱出来干啥？曲线吗？,O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O,2
过了再说吧，额度靠后,O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2
这个利息已经超低了，一万块一个月才25,O O B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O,2
分五年，提前二三年还，不高，你要是分三年不如快贷什么得的了，,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O,2
年化5.68%还算可以，去外面大额套出来不好，容易封卡,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-PRODUCT I-PRODUCT,2
这利息可以啊，需要就下，自己的小动物就可以，就是给你用的,O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O,2
0.25已经很低了，8万一笔肯定可以滴,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O,2
我这里最高只能选择36期，木有五年,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O,2
记住建行临时额度不要用就完了,O O B-BANK I-BANK O O B-COMMENTS_N I-COMMENTS_N O O O O O O,2
点了没成功，我工行的就是这样的,O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O B-BANK I-BANK O O O O O O,2
提额度之前有临时额度没,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O,2
现金分期有红字吗，还是直接点提额？,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
我的支付白还在审批,O O B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N,2
5卡民生 兴业 工商 建设 浦发,O B-PRODUCT B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK,2
5张卡还能下。够幼稚。。,O O B-PRODUCT O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
塑料管很满是个什么意思:L,O O O O B-COMMENTS_ADJ O O O O O O O O,2
我11行做了几期0账单，提供了社保公积金，不知道能不能批，安居金融以前都是11万，这月变成54000了，已经好几天了，也不知道能不能过，我也0371...,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O,2
还没结果，我是经开区的，按说现在比较宽松，每年3.6.9.12月份都有活动利率会降，但是不知道11行会不会批,O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ O O O O O O O O O O O O O,2
我的10天了还没动静呢，兴业银行的,O O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O,2
建行必须要9行以下是吗？9行可不可以,B-BANK I-BANK O O O O O O O O O O O O O O O O,2
不知道估计看负债查询??0371装修贷建议直接去政三街建行大厦3楼审批速度快当天就知道过不过,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
我的过了18.3万，银行很好了,O O O O O O O O O O O O O B-COMMENTS_ADJ O,2
我填了完整资料，曲线了，不过是反的。,O O O O O O O O O O O O O O O O O O,2
你这是走无卡通道，是需要人工审核的。所以耐心等吧,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
为了返现今天也申了个二卡全球支付白，申请时候记得有一项选择已有的卡片，刚提交后就来短信了，秒批共享首卡额度...,O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O,2
总授信:23万…………目标:60万+,O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O,2
我分期通逾期了。。。。现在在协商,O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
一般基金的话，自己多看多了解,O O B-PRODUCT I-PRODUCT O O O O O O O O O O,2
广州银行标白83k，嘎嘎嘎开心,B-BANK I-BANK I-BANK I-BANK B-PRODUCT I-PRODUCT O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,1
农行｜20K砖行｜04K,B-BANK I-BANK O O O O O O O O O O,2
兴业50k--浦发60k--农业70k,B-BANK I-BANK O O O O O B-BANK I-BANK O O O O O B-BANK I-BANK O O O,2
我就看看，我还被基金套着,O O O O O O O O B-PRODUCT I-PRODUCT O O,2
农行15k,B-BANK I-BANK O O O,2
浦发AE白10W,B-BANK I-BANK O O O O O O,2
工行奋斗普3.0；农行悠然白3.0；建行车主金2.3；广发DIY9.0；招行标准金5.0；光大炎黄金3.1；中信标准金3.5；华夏SMART5.4；平安车车金4.2；恒丰恒星白7.2。,B-BANK I-BANK O O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O,2
兴业淘宝白50K,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O,2
民生8.4w可用1.6w????借呗19.2w可用0,B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O,2
湖南农商30-35-42（3.9）,B-BANK I-BANK I-BANK I-BANK O O O O O O O O O O O O O,2
招行90K，碰瓷经典白；,B-BANK I-BANK O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-PRODUCT I-PRODUCT I-PRODUCT O,2
19.03.21工行奋斗白75K→20.7.23号100K,O O O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O,2
建行应该长期有砖在吧,B-BANK I-BANK O O O O O O O O,2
减少使用额度，额度是银行的。,O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O O O O O,2
985、211学历还是研究生？公积金每月交3600元，交了一年多啊？,O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O,2
性别优势，负债低，稳定工作，五险一金，总结完毕。,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O,2
有的人，一上来起步就赢了。优质客户,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
卧槽，激发我了，一会提交一下,B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O,2
对的，所以行数少的时候申四大行比较好,O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
哪有银行产品不上征信的，太稀少了（有还是有个别以其他形式上）,O O O O O O O O B-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O,2
【建设银行】18000【徽商银行】17000,O B-BANK I-BANK I-BANK I-BANK O O O O O O O B-BANK I-BANK I-BANK I-BANK O O O O O O,2
去年9月底下卡的，同没临时没固定，征信没查过，不知道啥情况！只能随缘。,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
期间申请过调额么？没申请过没贷后很正常啊,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
我也是在机子上搞得，出了门秒批。不过我不是办储蓄卡，我是去修改储蓄卡预留手机号！唉！22号账单日，看...,O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O,2
以前七行的时候提过两次，后来九行的时候就没提过了，快两年了没有一次贷后，感觉银行不指望了，不靠谱,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,0
期间有没有申请调剂？不申请贷款后很正常,O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
老哥，你申请了吗？我的跟你一模一样，9号要换快贷3万，还完后准备申请信用卡，不知道会不会送人头！,O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O,2
你的居然还可以超额，我的卡不可以,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-PRODUCT O O O,2
建行不是可以超额消费百分之多少的么，你为啥不行？,B-BANK I-BANK O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
我也掉了好几百，每个月一号自动掉？额度慢慢掉,O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
但2号，我的额度就批了,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
苹果pay吗？怎么个风控法,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
华为，刷不了卡，连续刷了两笔??触发了风控系统,O O O O O O B-PRODUCT O O O O O O O O O O O O O O O O,2
给你发短信了还是打电话了？真实消费也刷不了？,O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2
我傻逼的打过去想解除风控！,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,0
没那么容易被风控吧，是不是小动物的问题？,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O,2
阔以，这个基金买的有眼光,O O O O O B-PRODUCT I-PRODUCT O O O O O,2
王先生，这边建议你销卡呢，哈哈哈注销啊,O O O O O O O O O O O O O O O O O O O,2
招行批了：6w,B-BANK I-BANK O O O O O,2
啥卡，我只有浦发信用卡,O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT,2
说没卡了，让办其他的，建行逗都,O O B-PRODUCT O O O O O O O O B-BANK I-BANK O O,0
浦发:15k-21k-31k-43-51.5k-86k5月2号,B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
能过的写自由职业一样过，写好听点就是了，比如自主经营之类的，职位确实要写高级管理之类的，已婚大专收入高点都是必须的，四大行第一次没推倒就做好长期推的准备吧。水电...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
招行经典白116K,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O,2
网申我写的淘宝店主，额度也还可以的,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2
我在成都，帮朋友申请，过了好几个，有个无业的都8张卡了。厉害不,O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
我有个朋友还完分行直接让你去销卡！牛不牛，兴业的,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-BANK I-BANK O,0
牛逼??我下卡6000,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
同样??我工商下卡50k,O O O O O B-BANK I-BANK B-COMMENTS_N I-COMMENTS_N O O O,2
建行双标返现，线上消费算不算？,B-BANK I-BANK B-PRODUCT I-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
在哪报名这个活动，我也想参加招行的这搞活动,O O O O O O O O O O O O O O B-BANK I-BANK O O O O O,2
1号下午六点钟才刷够5000，感觉没名额了，这个额度也不知道提不提的起来,O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O,2
要满6000，应该还有名额的，之前第二季度我2号才刷满都有，感觉没希望了，太难了,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
我也看到了，然后又补刷了一千，哈哈哈，开心的,O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,1
建行app上先报名了，争取刷到，哈哈,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O,2
名额这么少吗，那还有啥意义，坑,O O O O O O O O O O O O O O B-COMMENTS_ADJ,0
我帮申请看，在邮寄了。还有机会参加？名额这么少吗，感觉我成功不了,O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
这次名额比上季少一点，赶紧上车，招行的活动总是很抢手,O O O O O O O B-COMMENTS_ADJ O O O O O O O O B-BANK I-BANK O O O O O O O O,2
进去之前先看看，免得被保安忽悠,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
老油子都消了，无所谓资质好不用消也能过,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_ADJ O O O O O O,2
销卡后45天后等征信更新再申请,B-COMMENTS_N I-COMMENTS_N O O O O O O B-PRODUCT I-PRODUCT O O O O O,2
嗯，我想着等过完元旦，在下建行和工行,O O O O O O O O O O O O O B-BANK I-BANK O B-BANK I-BANK,2
等元旦以后申卡,O O O O O B-COMMENTS_N I-COMMENTS_N,2
邮政网申下卡7K。提交资料被拒，和同事一起申他批了2万，网申的卡，又让我去重新盖的公章，网点还不想给开卡，差点让我投诉了。结果1年到9K，2年不涨...,B-BANK I-BANK O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,0
邮政不该销，该销蒙商,B-BANK I-BANK O O O O O O O O,2
额度没有固定额度，猴子行不是白叫的。当心浪费了时间在猴子身上，一夜回到解放前。,B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
好，我会注意，我把手动降低额度到5万，这样征信会显示5万吗？,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O O O B-PRODUCT I-PRODUCT O O O O O O O,2
装修贷能贷多少？由什么决定的？还有能贷多少年,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
已经到账，感谢各位老板,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,1
已经去现场拍照了，我现场申请的就过了，工商的效率还是可以的,O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O,2
为什么？我的信用卡额度这么低,O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ,2
不要乱刷就可以了，之前我装修也申请了这个,O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O,2
额度审批下来了，目前拍照支用审核，但是今天显示支用审核退回，我有点慌，不知道什么情况,B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O,2
你为什么不直接建行的经办人呢,O O O O O O O B-BANK I-BANK O O O O O,2
这就有点过分了，装修中突然不给了，这不是坑人吗？这种情况好像可以起诉他们,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,0
问问楼主负债高不高，我去农行和农商行都说负债高，主要是xinyongka，借呗微粒贷全部结清,O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-BANK I-BANK O B-BANK I-BANK I-BANK O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT I-PRODUCT O O O O,2
对啊，征信也查了，而且我确实是正在装修啊！不知道哪个环节出问题了,O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
以前有这个卡，然后逾期8个月，还完了，好几年了，还能申请嘛？？？给个意见！,O O O O O B-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O,2
等账单日过了打算分个12或者24期??0.38比中信新快线划算多了,O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
每个月固定月头查一次，月尾查一次。,O O O O O O O O O O O O O O O O O,2
楼主有没在贷后日期那天申请调过额？额度咋样,O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2
首卡额度多少二卡曲线了吗走的无卡通道还是有卡通道,B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O,2
二卡也算水？四大我都是强推的，只有砖行推不倒！从未见过漏水的情况！,B-PRODUCT I-PRODUCT O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O,2
如果批不下来，老婆估计要离婚，房贷一定要下俩啊,O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O,2
北京：4.3??招商：5.5+6??中行：3??农行：1.2??光大：2.7,B-BANK I-BANK O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O B-BANK I-BANK O O O O,2
2、微信有积分；支付宝、京东有积分吗；,O O O O O B-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT O O,2
云闪付首绑10元。还有活动7.1号更新了。我六月办的卡啥都没。,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
这个还是问客服最简单??在线客服,O O O O O O O O O O O O O O O O,2
1、大会员报名:建行app-信用卡-热门活动-更多-bilibili报名，里面可以看完成进度,O O O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
试试不就知道了，我的额度就是这么提高的,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_ADJ O,2
下卡6年，提了一次，5k提到6K，幅度1k，距离首次提额已经过了两三年了,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,2
